Price,Close,High,Low,Open,Volume
Ticker,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK,BBRI.JK
Date,,,,,
2020-03-27,2039.5997314453125,2317.439817059013,1894.3650063424777,1894.3650063424777,529032687
2020-03-30,1900.67919921875,1989.0828671281713,1900.67919921875,1989.0828671281713,239264252
2020-03-31,1906.9940185546875,2020.6559148233982,1875.4212036421675,1957.5102849983577,346502244
2020-04-01,1850.162841796875,1944.8811095879094,1831.2192221552887,1900.679273896507,298923123
2020-04-02,1812.275634765625,1831.219254744339,1768.0737982875905,1799.646441724412,329876337
2020-04-03,1824.9046630859375,1862.792072727417,1787.0174230275643,1850.1628796525551,322467159
2020-04-06,1906.9940185546875,1913.308445870699,1837.5339614136358,1862.7921794270287,313615306
2020-04-07,1913.308349609375,2045.9138603207755,1862.7920857072515,1957.5101865131753,445935822
2020-04-08,1780.703125,1919.6232546128517,1780.703125,1894.3650338120483,322246825
2020-04-09,1761.759033203125,1837.5336754510222,1736.5008191204925,1805.9608654519593,292370749
2020-04-13,1749.1298828125,1793.3317118231187,1704.9280538018813,1761.7589041370722,136106890
2020-04-14,1831.2193603515625,1831.2193603515625,1749.130279181987,1761.7593033684157,241711574
2020-04-15,1742.815673828125,1888.0502143903186,1723.8720528489794,1831.2193514528815,351010672
2020-04-16,1648.097412109375,1749.1302842245334,1629.1537909835617,1749.1302842245334,404530667
